Date,AAPL,AMZN,BAC,CSCO,DIS,GOOGL,HD,INTC,JPM,KO,META,MSFT,NVDA,ORCL,PEP,PG,TSLA,UNH,V,XOM
2023-03-07,0.00014817223182029827,-0.00427601893272726,-0.004464364146217642,0.0015089220391057644,-0.005073329743179556,-0.004258336570787785,-0.006020220895281442,-0.005601997860775726,-0.001103980999764026,-9.401039632520036e-05,-0.00014644042255922417,-0.00023851867797942684,0.005775319076395424,-1.6882530962580854e-05,0.0006107365316418811,-0.0013229422624502884,-0.0011485168521754463,-8.770162997109865e-05,-0.0012437558274934646,0.0004623962981237906
2023-03-08,-0.0003952051495278219,-0.004044013208701985,-0.005680942802057875,0.001429590575058648,-0.005753138674340919,-0.006353785381878502,-0.0049032299174612826,-0.00534807714400431,-0.0020092669230964088,1.4076250370120836e-05,-0.0015159271328294532,-0.0024281677491072738,0.005122546526975802,0.000502859202886502,0.0008225149225915996,-0.00082770660087641,-0.003195771338003034,-0.0006063420615489923,-0.0018730167722378842,-0.0016953673335120766
2023-03-09,-0.00025831950341982933,-0.003924351876737781,-0.008415747425672188,0.002043889198382032,-0.0074114614136917,-0.003536163096757966,-0.004823839132490071,-0.003068638884683822,-0.004364544508970819,-0.00017759692151329,-0.0002655122680819133,-0.002545026141013762,0.0035099154328743997,0.00018586260606316408,0.0005607229624823406,-0.0006769776004685423,-0.006828429813344655,-0.001875624231257761,-0.0021214960606658175,-0.0016467091346018426
2023-03-10,-0.0006066722535144232,-0.0038436480045001276,-0.007789312661963898,0.0020326895296337577,-0.008112881946918749,-0.002257627226719172,-0.004300508292041793,-0.0006906232344419339,-0.0023166007816187105,-0.00030409869417581393,0.0006364934005402778,-0.0027011813565171626,0.002207821733364962,-0.0014026736223755943,0.00015441974119458912,9.846335631509273e-05,-0.00817591250489474,-0.002451575798206612,-0.0029139511048029533,-0.002453974597609826
2023-03-13,-6.617787291851029e-05,-0.002586162203584452,-0.010500499484175469,0.0013111244685372002,-0.007589162147339646,-0.001761254469065815,-0.004420703579003859,-0.0013127969789219207,-0.0034352290200541035,0.00020257787006032756,0.002083129012822804,-0.0015305052612845315,0.004609612705971361,-0.001173931425114383,-0.000346986454477427,3.266184876560274e-06,-0.005360662045511661,-0.0029647434279388373,-0.0028315591287914497,-0.005136783554553148
2023-03-14,-0.00030206344539407957,-0.0022494649485785057,-0.0101604410132695,0.001337372872164494,-0.0069937138297961774,-0.00021288072308862094,-0.0056906161947584185,-0.0006951167950980996,-0.00269383232119898,-0.00043538440063040085,0.004193509248202554,-0.0017398635881650027,0.005768203033177715,-0.0027000120578246968,-0.0008443241971664405,-3.236589356673258e-05,-0.0022732296100632767,-0.0029789643711079896,-0.0022244492276198846,-0.004754571285748588
2023-03-15,4.0255704020125685e-05,-0.0016342172820041135,-0.01058775655932937,0.0015147343026166327,-0.007132961217219086,0.0008887908333491901,-0.004482226704103337,-0.00013870446052191565,-0.005276962564918014,0.0007311142804896697,0.00514080645790529,-0.0010049964356464436,0.0033962513957656536,-0.003449721910374781,0.0006114213745031793,0.0009575215769808576,-0.006792982054040375,-0.002633117260994078,-0.0028595077800317725,-0.006656211990946343
2023-03-16,0.00027978711212119366,-0.0003705731400655332,-0.009661149381101903,0.0018088741551624266,-0.007227655127148486,0.0018855027038236106,-0.005052387069937309,0.00260977471548976,-0.004515782836213284,0.0010062494690928846,0.007602544349936869,0.0014214993705585822,0.006556496358548036,-0.0019201086626263798,0.0005091832822366582,0.0014460772290172397,-0.006965661755172159,-0.0017648683658021747,-0.0025074803570344917,-0.006796187822910893
2023-03-17,0.0005285539504983839,0.0005723859875038595,-0.011252248122530705,-0.0007425630549466267,-0.006244874412675993,0.0032709975078271504,-0.004848665383962419,0.0031233008396143237,-0.005716432662443843,0.0010845233471153625,0.006660723238563116,0.0033373374116978825,0.00859040916830881,-0.0013098029838942704,0.00026030507085847974,0.0021149493323380842,-0.005204573970843179,-0.001634865003227376,-0.0018463763751965956,-0.007238662303321808
2023-03-20,0.0016800891239407089,0.0004297634246807569,-0.011477265533434778,0.0002203371494042261,-0.00540946207469481,0.003681447470243987,-0.0041857478807965035,0.003079162505330829,-0.005335939718779187,0.0008078253325196294,0.007095497597786426,0.002829089912197674,0.010325858298332945,-6.206843036845045e-05,0.0007432833310337505,0.001838192219177165,-0.005890208202150355,-0.002043848494843542,-0.0011689786890668684,-0.004008997406986375
2023-03-21,0.003611273696325773,0.0032614815911377716,-0.00878977171597744,0.001018938571366479,-0.0026909408375361933,0.006865797342037905,-0.0006259309970418458,0.004685847027946432,-0.0030774306718119706,0.0008429408876630074,0.008426401573815112,0.004158103583100148,0.012616665573718239,0.0009131172320089364,0.0008899069917228164,0.0015121406564235385,0.0006456460866788805,-0.0009362517935926406,0.0003595214554195647,-0.0017194463417971317
2023-03-22,0.003011315888081367,0.001672600332693086,-0.010118057550194143,0.00020731575903690236,-0.0033395332262156296,0.006203409903842416,-0.0019394888213342953,0.005238085257091013,-0.003984959418913331,0.0004686163569006752,0.008124126266013016,0.004115546302407474,0.012890384278072204,0.001026202756235667,0.000485607660527243,0.0012700704503891603,-0.0018656725667059227,-0.0011669509176628623,6.521719550248717e-05,-0.002216236238027225
2023-03-23,0.003195253245460905,0.0016620086538699397,-0.011286321950948313,0.0005816514353207958,-0.0028741248180678136,0.007696681561663266,-0.0022174104616649428,0.006562964573763735,-0.004519178777168342,0.000268684396864316,0.008973862025726736,0.004453538430307819,0.007245496872325901,-0.000351145622045157,0.00018804630293342006,0.0013607549622493443,-0.001886992224439954,-0.0020432005372073734,0.00039241016435340723,-0.003240543939040508
2023-03-24,0.004510785029579067,0.0025788208930491276,-0.01089819126868224,0.00210760999923979,-0.0030843670384200217,0.008589129623690257,-0.0019314788119097759,0.008048957958803343,-0.0057310367361890265,0.001294473229163573,0.009876840792619334,0.006066786287698744,0.007286577150557971,-0.00026529801220867013,0.0012665063311181,0.0026616649021055316,-0.0010735972777234759,-0.0006478281577984357,0.00040149252866800156,-0.003187049524657137
2023-03-27,0.003483764594375194,0.002393926646267519,-0.008411085609348085,0.0018794782898456264,-0.002340679574564286,0.006760877061925574,-0.0021310955237309305,0.008219751701850719,-0.004734400777616582,0.0016806371808529286,0.009356899165585597,0.0051314953418356455,0.006361867086556372,0.001339576905477363,0.0013924054691777487,0.0024423217912134974,-0.0034360604637266256,7.725361062683733e-05,0.00039347457262516316,-0.0020004514976223577
2023-03-28,0.003457130633767852,0.0017352877806651513,-0.00919198082907518,0.0020491387181358345,-0.0023408886499216132,0.005957331802852239,-0.00230059546483139,0.008347993305071822,-0.005001175421203092,0.001996801470937426,0.007231909763103467,0.005071365912545733,0.006740197552488625,0.001497027718930516,0.002052169025693479,0.003150562811110524,-0.003656666240849532,-0.00012627544607765606,0.0001528975815549394,-0.0010871693770708902
2023-03-29,0.005158965155212497,0.004376078763395219,-0.00798078988287551,0.0029057176688673746,-0.000722801486991076,0.0059689293980147665,-0.0008788430671442693,0.011352508879681677,-0.004621272860842024,0.002901111776821047,0.008829883540990114,0.0066620061475856805,0.00894251333391043,0.002531936300972071,0.003031616307317525,0.0032679451678910175,-0.00170257213285544,-0.0006844003670115506,0.0011860659584510102,-0.0006741366605725718
2023-03-30,0.005446999323562301,0.0052705962499829725,-0.007992219323655198,0.002963257198832131,-0.0002807407627019032,0.004814882978817697,-0.0009093675595187201,0.010539357042204567,-0.004253155416715004,0.002162484412044413,0.009116151274096485,0.006310341363299004,0.008324887921899194,0.002106404715107707,0.0021533340046084593,0.0026614267094137835,0.0015854384339524241,-0.0005734775241204137,0.000815305362007479,-0.0006608968348767285
2023-03-31,0.004474712949901366,0.004399636736962231,-0.008462479621922498,0.0030168930089327474,-0.00036819834407977316,0.0053256249354911855,-0.0001258029096699198,0.011061389114685538,-0.004565316278499221,0.0025424249824933798,0.007031374309469618,0.006226138068693904,0.00780901859406582,0.0021269469722532907,0.0026088421695066254,0.0027174440635642006,0.00289942977874067,-0.00039438057715063257,0.00043732617456263554,-0.0012161197331305885
2023-04-03,0.003932822155918575,0.004579554722329971,-0.008377496278434099,0.0029035497089609785,-0.0003156640755626605,0.004839117903149642,0.00035660242560988655,0.012174606179617542,-0.004330508387345211,0.002066773444369868,0.007392429056022637,0.005731139481976422,0.008850631684360899,0.002390526190972325,0.0025626256250219693,0.0032060243425294623,0.0008471249424758132,0.0016589524005968914,0.0005565246482687969,0.0012906951488617813
2023-04-04,0.004495162861020402,0.005438096155818667,-0.00784559857317032,0.00332323904940538,0.00038385632782451105,0.005679101295378281,0.0011506030420995739,0.01337879888169174,-0.0035285441883724676,0.00220446032329884,0.007885087023893272,0.006251885809570307,0.008491472583422472,0.00320201584965728,0.0026323806557291387,0.004440739199868715,0.0018586266219976443,0.0022814331545142953,0.0010533635723556866,0.001779306259360136
2023-04-05,0.0035117788784709615,0.003869492883738501,-0.007786511484589159,0.003118777148134677,0.0004334532125897794,0.0053519803621606245,-0.0004145950821407507,0.012089633483738805,-0.0031582073287826475,0.002653670464368041,0.00700596138335916,0.005845948905926923,0.00553239853844068,0.003601860334467244,0.002988409284360438,0.004776285452688522,0.0015465877294744857,0.0042473866853255495,0.0013849346361375914,0.0033658904688886994
2023-04-06,0.004532320398603689,0.005233323443210797,-0.004322748402262194,0.0028935174112257656,0.002054624238443442,0.008266353132334685,0.00017364868824025216,0.011173887875299215,-0.000506239162717298,0.003168527449431907,0.008984892774649155,0.007394558761555847,0.007363033459362595,0.005059947413101129,0.003562838602015744,0.005460682676765088,0.003917116068739329,0.005203440338918314,0.001397798657516902,0.002923203932530699
2023-04-10,0.004427633145777349,0.006111060031226828,-0.003701114786381815,0.003208132332529473,0.003811342204557977,0.008268529126165658,0.0009105711831413454,0.009256901576885534,-0.001611257455298326,0.003259397180042173,0.00927245198130156,0.0077547559389407935,0.009370223797169064,0.005750286237083341,0.0031812892076174826,0.004819819790168167,0.003618155004056223,0.005750754183666068,0.002374653007897043,0.00332009538284348
2023-04-11,0.003384780957421507,0.004073110142327252,0.0005840096021110075,0.0026709905702824834,0.004136230855639911,0.00749167971757943,0.001320369189362952,0.009491476813102973,-0.0004670816344683859,0.0026649936242532702,0.008675751775607643,0.0055492911900207,0.008624729962480404,0.0053507924695071095,0.002616584709371722,0.004374212409215539,0.003936193824132517,0.005948826477926922,0.0032070271834538366,0.004248915376104162
2023-04-12,0.0024626514345519324,0.0017019496668769173,-0.0002549879240195285,0.0015062129039149497,0.0024910481249969087,0.005585186202161596,0.0009193861239198298,0.007014835243408746,-0.0017586750784981619,0.0025689602981315562,0.005084504885682728,0.004313171629695078,0.004996032848819587,0.0055313814219744685,0.002569979384380261,0.003891350775273983,-0.00025285539903733835,0.005872876625621598,0.002090128880565756,0.00400917952410188
2023-04-13,0.004036777064450247,0.003342018443943323,0.0003548577371866368,0.0021844859111706414,0.004110800203996917,0.0057796728614692315,0.0007935499546903091,0.006472577529632273,0.0007941966747357587,0.0026026853039958497,0.005606918428057428,0.004541627982919771,0.0045927958053096464,0.007344205959027616,0.002175241504929826,0.00341513982600018,0.0019982500687044935,0.006264920717710382,0.003684839686865965,0.006730869611675882
2023-04-14,0.0029963760925340367,0.0013998855575113988,0.0011931378607291931,0.0008482893532692048,0.0030056138317253456,0.004259663555913784,0.0010156878314792727,0.0029839853461603285,0.0035989880804587317,0.002248372636358381,0.004050167560051865,0.0018765134462099208,0.002440491766166164,0.006319237104979736,0.0019732788893174367,0.0027877745061224814,0.0007365108202697978,0.004184947864283489,0.0037210472838864308,0.007142100640231591
2023-04-17,0.003275116923783328,0.002056851713431995,0.004617648636350285,0.0005212251396753187,0.0037838220402163446,0.0022798834008937396,0.001275541940311764,0.003988946276973887,0.005884547807274909,0.002805680995745796,0.005730405154426988,0.0017566094352919393,0.0025362305347454094,0.005997160700430304,0.002620307437201469,0.002790339215638532,0.0023740494337818495,0.0038227203897980566,0.0036194762985200246,0.007149382465345638
2023-04-18,0.0028761537116036686,0.0024692994916999723,0.005056265881713246,-0.00019610259946161167,0.0035506695977625567,0.001783096775903309,0.001725560505528756,0.004596923645884032,0.0059173727681099296,0.0024013028402381288,0.004946452992608546,0.002970493357094628,0.003427499673905676,0.005460521714458932,0.0020209759750201397,0.0020736727356214625,0.0007782203169107715,0.002942182454479808,0.003470374689838601,0.006818770955012693
2023-04-19,0.0026273657327927414,0.0019628325587255357,0.0027246833574058717,-0.0021870886992721994,0.0012395462373835596,-0.00019770672136553146,0.001354983222751105,0.00472901895207975,0.004512680177093437,0.0027267251989529784,0.0033443703218454467,0.002699682128188774,0.0033273637830003922,0.00476194992305431,0.0018729830020177308,0.0024453569283958477,-0.004140908933796783,0.0008012438710178149,0.0023789514650609856,0.0044204289757617974
2023-04-20,0.0027902277649524965,0.0026771422376834888,0.00411998087553333,-0.002512661055105242,0.0017446349574048781,0.001073666475436197,0.0028127332288643003,0.004843294444981666,0.005658211040665545,0.0031703762442964246,0.003315954261234827,0.0025661735702226128,0.0013335529808244928,0.004067835714045976,0.0024594186596653854,0.0026598744679321275,-0.007386632069495369,0.0014077975181486346,0.0032456592467552782,0.005165972121028634
2023-04-21,0.0019527145156900294,0.004189270945086127,0.005281828125818427,-0.002302577621700447,0.0020193966997339775,5.200941742782295e-05,0.002828882765992241,0.0023362534116789513,0.005696006811511234,0.003348986084592809,0.00215515067203792,0.0015189372756068409,-4.573965256560175e-06,0.004304830500580498,0.0027246072594160732,0.004459533003652055,-0.007025376417983431,0.0016243249959324968,0.002548990487220254,0.005890054831198993
2023-04-24,0.0016313657533142678,0.004132463407352516,0.0047825260989684095,-0.002704066880091044,0.0029877142638104924,0.000393395556778553,0.0032522688190246953,0.0007117699484973483,0.006524394014469576,0.002453146956634905,0.0017082261973522083,0.00029676360605879193,0.0006110622949621946,0.0043262047649845255,0.0017696645145078792,0.003530364173703798,-0.007320857115932911,0.0015065153027960022,0.002621586240014345,0.0067759155766180575
2023-04-25,0.0017742368032431122,0.002464733059861507,0.0007497169567300844,-0.0030502879249194926,0.0013315843898076885,0.000806238550566335,0.0026812371087229724,-0.0002965971883173435,0.004004183946366246,0.0020055145424551003,0.001246338890085652,-8.333413974092596e-05,-0.00040691138073109534,0.002393138262582617,0.002792758448310689,0.0038055871745410917,-0.008266768352905424,0.001190437616629164,0.0017664513909279923,0.004968957343157621
2023-04-26,0.001970188436052095,0.004047540585704418,0.0007055952047493152,-0.003485870057679913,0.001035693452634212,0.0014366674087316345,0.0013675068598879403,-0.0001907650283050455,0.002966239333983578,0.001713540315049833,0.0022244649226604795,0.00374644939529683,0.001183491537525666,0.0023679662747664474,0.0025011141447241147,0.0030864371145834235,-0.009737283844718059,0.0012457103148563187,0.0017864655226135229,0.0038859831112348364
2023-04-27,0.002400419366686063,0.004805021637135703,0.0005187775928114646,-0.004238342445913662,0.0016729482206570777,0.0031291129452587106,0.001932388501940413,-0.0026033642706451976,0.0035383078624922847,0.0014576302275684182,0.008023676401688811,0.004388636195207412,0.0005976038196355115,0.0026490916044441927,0.0024605446973427593,0.0035440406916840417,-0.00888246942478622,0.0026580104889433074,0.0013009514215660324,0.003624803015417022
2023-04-28,0.0022829849872659847,0.0019425830488393192,0.0018390250566170606,-0.0037514359327550373,0.0023239748473437905,0.003259495075070762,0.002703899488241973,-0.0014981793513547837,0.0041234534466614795,0.0018347447615972845,0.007786265533820197,0.004156230824586366,0.0008187513882687402,0.002541441275394707,0.0027325685183429704,0.003297315475924589,-0.007957544549115857,0.002451310855832678,0.0023236263494898933,0.004027833031676753
2023-05-01,0.0014742537298654934,-0.0003019059479914987,0.0008991557432114439,-0.004482547286895028,0.0011478479933606455,0.0017868071888964387,0.0005212990386812555,-0.0036253228484196486,0.004588227428994801,0.001806139971739551,0.007394970174878529,0.0031314907334571373,0.0021912933143577173,0.0012892780178682672,0.00253303310430385,0.002937583797244803,-0.011830815294780056,0.0025490126434611128,0.0015792865724102545,0.0023995787146221747
2023-05-02,0.000779593845495291,0.0008982052733953916,-0.0005985137762058834,-0.005546312111798074,0.0005450131255243073,0.0006062826839328794,-0.000495330342613165,-0.0048366147673976675,0.003838408514575925,0.0012823896222612708,0.006318273371291927,0.00329248373341372,0.0006422268919525021,0.0007142983433093165,0.002626862494635185,0.002617124010589256,-0.009242023842299735,3.071912263024612e-05,-0.00039497320273890744,-0.0025431235314105185
2023-05-03,0.0006187129659131318,0.00015598065595998634,-6.438117064039295e-05,-0.0058814188609407625,0.0007694727475625496,0.00047652002716052077,-0.00023401560870262017,-0.0036778606058524956,0.0034486444390206595,0.0011534368151928543,0.005469205183012299,0.003135843760740625,0.0008345133103975944,0.0006611517254511923,0.0027867414995960127,0.002312413749070563,-0.008586251992929173,-0.0002744703965681383,-0.00032268057117185167,-0.0030506769545397662
2023-05-04,0.0006875584019572833,0.0016956680282209148,-0.001018177371500595,-0.0061642791447073745,-0.0010917262101813596,0.00025436546095843337,-0.00041828347657372756,-0.0020988367736151647,0.0026901825987632076,0.0007342180398549614,0.005483259612826047,0.0037962008848758276,0.0014446679019616104,0.0002879858813017888,0.002606806794912808,0.0017391773012753742,-0.0065695745792560215,-0.00211499495945664,-0.0005187588745785953,-0.004782607498639813
